Sector,Subsector,Country,Year,Flow,Measure Type,Unit,Value,Marker
digital-sector,repair-of-computers-and-communication-equipment,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,3.8,
cultural-sector,arts,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,0.7,
cultural-sector,film-tv-and-music,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,10.9,
cultural-sector,radio,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,photography,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,museums-and-galleries,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,latin-america-caribbean,year/2018,imports,Current prices,GBP Million,12.3,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,chile,year/2018,imports,Current prices,GBP Million,4.3,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,chile,year/2018,imports,Current prices,GBP Million,0.9,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,chile,year/2018,imports,Current prices,GBP Million,4.3,
gambling,not-applicable,chile,year/2018,imports,Current prices,GBP Million,,suppressed
sport,not-applicable,chile,year/2018,imports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,chile,year/2018,imports,Current prices,GBP Million,0.4,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,chile,year/2018,imports,Current prices,GBP Million,16.0,
creative-industries,advertising-and-marketing,chile,year/2018,imports,Current prices,GBP Million,0.7,
creative-industries,architecture,chile,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,crafts,chile,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,chile,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,film-tv-radio-and-photography,chile,year/2018,imports,Current prices,GBP Million,0.6,
creative-industries,it-software-and-computer-services,chile,year/2018,imports,Current prices,GBP Million,2.6,
creative-industries,publishing,chile,year/2018,imports,Current prices,GBP Million,0.1,
creative-industries,museums-galleries-and-libraries,chile,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,chile,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,manufacturing-of-electronics-and-computers,chile,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,wholesale-of-computers-and-electronics,chile,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,chile,year/2018,imports,Current prices,GBP Million,0.1,
digital-sector,software-publishing,chile,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,film-tv-video-radio-and-music,chile,year/2018,imports,Current prices,GBP Million,0.6,
digital-sector,telecommunications,chile,year/2018,imports,Current prices,GBP Million,0.4,
digital-sector,computer-programming-consultancy-and-related-activities,chile,year/2018,imports,Current prices,GBP Million,2.8,
digital-sector,information-service-activities,chile,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,repair-of-computers-and-communication-equipment,chile,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,arts,chile,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,film-tv-and-music,chile,year/2018,imports,Current prices,GBP Million,0.6,
cultural-sector,radio,chile,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,chile,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,chile,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,chile,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,chile,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,chile,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,chile,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,chile,year/2018,imports,Current prices,GBP Million,0.8,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,peru,year/2018,imports,Current prices,GBP Million,1.1,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,peru,year/2018,imports,Current prices,GBP Million,0.2,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,peru,year/2018,imports,Current prices,GBP Million,1.3,
gambling,not-applicable,peru,year/2018,imports,Current prices,GBP Million,,suppressed
sport,not-applicable,peru,year/2018,imports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,peru,year/2018,imports,Current prices,GBP Million,,suppressed
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,peru,year/2018,imports,Current prices,GBP Million,1.4,
creative-industries,advertising-and-marketing,peru,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,architecture,peru,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,crafts,peru,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,peru,year/2018,imports,Current prices,GBP Million,0.0,
creative-industries,film-tv-radio-and-photography,peru,year/2018,imports,Current prices,GBP Million,0.2,
creative-industries,it-software-and-computer-services,peru,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,publishing,peru,year/2018,imports,Current prices,GBP Million,0.2,
creative-industries,museums-galleries-and-libraries,peru,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,peru,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,manufacturing-of-electronics-and-computers,peru,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,wholesale-of-computers-and-electronics,peru,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,peru,year/2018,imports,Current prices,GBP Million,0.2,
digital-sector,software-publishing,peru,year/2018,imports,Current prices,GBP Million,0.0,
digital-sector,film-tv-video-radio-and-music,peru,year/2018,imports,Current prices,GBP Million,0.2,
digital-sector,telecommunications,peru,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,computer-programming-consultancy-and-related-activities,peru,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,information-service-activities,peru,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,repair-of-computers-and-communication-equipment,peru,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,arts,peru,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,film-tv-and-music,peru,year/2018,imports,Current prices,GBP Million,0.2,
cultural-sector,radio,peru,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,photography,peru,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,cultural-crafts,peru,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,museums-and-galleries,peru,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,peru,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,peru,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,peru,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,peru,year/2018,imports,Current prices,GBP Million,0.2,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,asia,year/2018,imports,Current prices,GBP Million,2518.2,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,asia,year/2018,imports,Current prices,GBP Million,180.3,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,asia,year/2018,imports,Current prices,GBP Million,3923.4,
gambling,not-applicable,asia,year/2018,imports,Current prices,GBP Million,0.2,
sport,not-applicable,asia,year/2018,imports,Current prices,GBP Million,27.4,
telecoms,not-applicable,asia,year/2018,imports,Current prices,GBP Million,503.5,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,asia,year/2018,imports,Current prices,GBP Million,4182.5,
creative-industries,advertising-and-marketing,asia,year/2018,imports,Current prices,GBP Million,160.0,
creative-industries,architecture,asia,year/2018,imports,Current prices,GBP Million,33.9,
creative-industries,crafts,asia,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,asia,year/2018,imports,Current prices,GBP Million,11.4,
creative-industries,film-tv-radio-and-photography,asia,year/2018,imports,Current prices,GBP Million,168.0,
creative-industries,it-software-and-computer-services,asia,year/2018,imports,Current prices,GBP Million,2041.6,
creative-industries,publishing,asia,year/2018,imports,Current prices,GBP Million,91.1,
creative-industries,museums-galleries-and-libraries,asia,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,asia,year/2018,imports,Current prices,GBP Million,8.0,
digital-sector,manufacturing-of-electronics-and-computers,asia,year/2018,imports,Current prices,GBP Million,27.9,
digital-sector,wholesale-of-computers-and-electronics,asia,year/2018,imports,Current prices,GBP Million,476.1,
digital-sector,publishing-excluding-translation-and-interpretation-activities,asia,year/2018,imports,Current prices,GBP Million,77.7,
digital-sector,software-publishing,asia,year/2018,imports,Current prices,GBP Million,92.0,
digital-sector,film-tv-video-radio-and-music,asia,year/2018,imports,Current prices,GBP Million,167.5,
digital-sector,telecommunications,asia,year/2018,imports,Current prices,GBP Million,503.5,
digital-sector,computer-programming-consultancy-and-related-activities,asia,year/2018,imports,Current prices,GBP Million,2385.7,
digital-sector,information-service-activities,asia,year/2018,imports,Current prices,GBP Million,160.1,
digital-sector,repair-of-computers-and-communication-equipment,asia,year/2018,imports,Current prices,GBP Million,33.1,
cultural-sector,arts,asia,year/2018,imports,Current prices,GBP Million,4.6,
cultural-sector,film-tv-and-music,asia,year/2018,imports,Current prices,GBP Million,166.7,
cultural-sector,radio,asia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,photography,asia,year/2018,imports,Current prices,GBP Million,3.9,
cultural-sector,cultural-crafts,asia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,museums-and-galleries,asia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,asia,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,asia,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,asia,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,asia,year/2018,imports,Current prices,GBP Million,188.4,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,gulf,year/2018,imports,Current prices,GBP Million,155.9,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,gulf,year/2018,imports,Current prices,GBP Million,60.2,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,gulf,year/2018,imports,Current prices,GBP Million,437.1,
gambling,not-applicable,gulf,year/2018,imports,Current prices,GBP Million,,suppressed
sport,not-applicable,gulf,year/2018,imports,Current prices,GBP Million,15.9,
telecoms,not-applicable,gulf,year/2018,imports,Current prices,GBP Million,203.0,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,gulf,year/2018,imports,Current prices,GBP Million,488.9,
creative-industries,advertising-and-marketing,gulf,year/2018,imports,Current prices,GBP Million,15.7,
creative-industries,architecture,gulf,year/2018,imports,Current prices,GBP Million,17.0,
creative-industries,crafts,gulf,year/2018,imports,Current prices,GBP Million,,suppressed
